Text,Entities
The only monthly box made to help couples keep their relationships engaging and enticing. Get out of your routine...and into each other.,[]
"Increase your transportation intelligence. FTR provides freight forecasting and analysis for shipping, trucking, rail, intermodal, and equipment markets.","[('FTR', 'ORGANIZATION')]"
"HPS, an innovative payment solutions and services company at the forefront of the international payment industry.","[('HPS', 'ORGANIZATION')]"
Technology and Professional Consulting Firm,[]
"I'm an interaction designer who likes to make things simple and easy for others. Currently, I'm doing my PhD in the Design Lab at the University of Sydney.","[('University of Sydney', 'ORGANIZATION')]"
"WA International is an award-winning interior design studio based in Dubai,
with over 20 years of experience in the hospitality design market.","[('WA International', 'ORGANIZATION'), ('Dubai', 'LOCATION'), ('over 20 years', 'QUANTITY')]"
"Offering a inclusive pad printing machine for printing industry on any shape & any Size or any 
material of product, easy to maintain and has long life durability.",[]
"Independent womenswear label, creating mix and match pieces. Handmade to 
order in the UK.","[('UK', 'LOCATION')]"
A place where teammates express gratitude to each other and receive recognition for all the good they do.,"[('all the good', 'QUANTITY')]"
"BANO Trading, a competent practiced Lebanese company specializing in providing and distributing raw materials and equipments. Have a look at our recipes , news, experts and products","[('BANO Trading', 'ORGANIZATION'), ('Lebanese', 'OTHER')]"
"VICAM stands ready to meet the needs of every sector of today’s complex global supply chain. With a comprehensive product line vetted by industry leaders and trusted by customers in more than 100 countries, VICAM is the global provider of choice for next-generation food safety technology and rapid mycotoxin testing solutions.","[('VICAM', 'ORGANIZATION'), ('today', 'DATE'), ('more than 100 countries', 'QUANTITY'), ('VICAM', 'ORGANIZATION')]"
"Our team makes reliving your special moment possible with a timeless high quality film. We capture everything from weddings, commercials to fitness promotions. ",[]
Data Discovery solutions for GDPR,"[('GDPR', 'EVENT')]"
"Providing a transparent, accountable and proactive services in the commercial security and cleaning market sector.",[]
A whole new way to be social and to be M/EE,[]
"Anvo Consulting is a Innovative firm that offers Accounting, Taxation and Advisory Services.","[('Anvo Consulting', 'ORGANIZATION')]"
"Home of Black Magic® Coal Slag, and distributor of blast media, coatings, equipment and parts.","[('Black Magic®', 'ORGANIZATION')]"
Specialists in the sale of second hand & used forklifts in the UK. We supply a range of wholesale second hand & used forklift trucks & equipment globally.,"[('UK', 'LOCATION')]"
"Established in 1984, A&T Trading has built a reputation for quality seafood, vegetarian and dry grocery products for chefs and foodservice kitchens.","[('1984', 'DATE'), ('A&T Trading', 'ORGANIZATION')]"
"Aistar is one of the leading LED display Screen manufacture, located in Shenzhen, China.  ","[('Aistar', 'ORGANIZATION'), ('Shenzhen, China', 'LOCATION')]"
Startseite Connect Com AG,"[('Connect Com AG', 'ORGANIZATION')]"
"Tinco Sheet Metal Contractors is the foremost sheet metal manufacturer and 
installer in Southern California, working with a variety of metals and 
machines to meet our clients’ unique needs. Tinco offers the experience, 
knowledge and skill in the sheet metal industry which has allowed us to 
become the premier choice for General Contractors, Owners and Architects.","[('Tinco Sheet Metal Contractors', 'ORGANIZATION'), ('Southern California', 'LOCATION'), ('Tinco', 'ORGANIZATION')]"
"Asian Technology Hub is a skill development center with convenient classrooms, Live projects, etc., It is the best software training institute in Hyderabad.","[('Asian Technology Hub', 'ORGANIZATION'), ('Hyderabad', 'LOCATION')]"
PSh is a digital solutions agency where technology and personalization meet to provide innovative and unique experiencies for your customers.,"[('PSh', 'ORGANIZATION')]"
"Richard, Wayne & Roberts (RWR) is consistently acknowledged for having more top billers in Houston than any other recruiting firm. Since 2017, the Houston Business Journal has named RWR among the top three direct-hire professional-level placement firm in Houston, and Forbes named us as one of the Best Professional Recruiting Firms in America!","[('Richard', 'ORGANIZATION'), ('Wayne & Roberts', 'ORGANIZATION'), ('RWR', 'ORGANIZATION'), ('Houston', 'LOCATION'), ('2017', 'DATE'), ('Houston Business Journal', 'ORGANIZATION'), ('RWR', 'ORGANIZATION'), ('three direct-hire professional-level placement firm', 'QUANTITY'), ('Houston', 'LOCATION'), ('Forbes', 'ORGANIZATION'), ('one', 'QUANTITY'), ('Best Professional Recruiting Firms', 'QUANTITY'), ('America', 'LOCATION')]"
"Supplements, protein, gym clothes, workouts, motivation! Extra Gainz! Every month! 100% RRP Savings. $100+ value in your first box! Signup today.","[('Every', 'QUANTITY'), ('100%', 'QUANTITY'), ('$100', 'QUANTITY'), ('first box', 'QUANTITY'), ('today', 'DATE')]"
"Rexton hearing aids are durable, practical, easy to fit & use and tested to the highest standards. Rely on hearing aids from Rexton in any situation.","[('Rexton', 'ORGANIZATION'), ('Rexton', 'ORGANIZATION')]"
Blog dedicated to classic movie-going - and loving - in Los Angeles,"[('Los Angeles', 'LOCATION')]"
The Lost Christmas The Lost House TheLost Picnic The LOST cousins,"[('The Lost Christmas', 'TITLE'), ('The Lost House', 'TITLE')]"
"Specializing in Modern, Transitional and Traditional Designer Rugs",[]
"This website is for sale! qtechnologiesinc.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, qtechnologiesinc.com has it all. We hope you find what you are searching for!","[('qtechnologiesinc.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('qtechnologiesinc.com', 'ORGANIZATION')]"
"Customise WordPress with powerful, professional and intuitive fields","[('WordPress', 'TITLE')]"
Kaiser creates this landing page ~~~~~,"[('Kaiser', 'PERSON')]"
Hitachi Transport System in Europe:  logistics services ,"[('Hitachi Transport System', 'ORGANIZATION'), ('Europe', 'LOCATION')]"
"Online Marketing Consultant & Front End Web Developer (a 2 headed beast) based in Falmouth, Cornwall, UK.","[('2 headed beast', 'QUANTITY'), ('Falmouth, Cornwall, UK', 'LOCATION')]"
Exo Protein bars aren’t just the latest health food craze. They’re a revolution. We use cricket flour to create a superfood that’s good for you... and for the planet!,"[('Exo', 'ORGANIZATION')]"
This domain may be for sale!,[]
Wall shelving or gondola shelving systemes from Vendox in different sizes,"[('Vendox', 'ORGANIZATION')]"
"WhiteOak is an established leader in print and promotional products marketing communications. Our products and services are not add-ons, but core parts of an integrated strategy we develop for clients to net the best results and to be the most cost effective.","[('WhiteOak', 'ORGANIZATION')]"
The Strategic Partner You Can Count On,[]
SOul REFRESHING • Holistic-Hydration alternatives derived from cold-pressed organic cucumber. 🌱🥒,[]
"Financing available on all furniture. Apply online and get approved. With locations in Virginia Beach, Norfolk, Chesapeake and Hampton, Grand Furniture makes style accessible.","[('Virginia Beach', 'LOCATION'), ('Norfolk', 'LOCATION'), ('Chesapeake', 'LOCATION'), ('Hampton', 'LOCATION'), ('Grand Furniture', 'ORGANIZATION')]"
"Best Indian Restaurant & Takeaway in London Road, Uckfield. Order authentic Indian food, covering Uckfield, Nutley, Cooper’s Green, Buxted, Maresfield and nearby areas.","[('Indian', 'OTHER'), ('London Road, Uckfield', 'LOCATION'), ('Indian', 'OTHER'), ('Uckfield', 'LOCATION'), ('Nutley', 'LOCATION'), ('Cooper’s Green', 'LOCATION'), ('Buxted', 'LOCATION'), ('Maresfield', 'LOCATION')]"
"Hexo is a fast, simple & powerful blog framework powered by Node.js.","[('Hexo', 'TITLE'), ('Node.js', 'TITLE')]"
"I like JavaScript, Go and code React everyday. I'm a Mac user, an Apple fan-boy and lazily reading and translating interesting articles on Medium.","[('JavaScript', 'TITLE'), ('Go', 'TITLE'), ('code React', 'TITLE'), ('Mac', 'COMMERCIAL_ITEM'), ('Apple', 'ORGANIZATION'), ('Medium', 'ORGANIZATION')]"
"DAiM is the first licensed Registered Investment Advisor for Bitcoin and Digital Assets. We specialize in advising and managing clients to invest Bitcoin and Cryptocurrencies in their 401k, IRA or cash brokerage account including full custody and insurance. ","[('DAiM', 'ORGANIZATION'), ('first licensed Registered', 'QUANTITY')]"
Tink Digital is an award winning leader in educational games and the phygital play space. Doodlematic is ideal for people of all ages 6+. In 15 seconds easily take a creative work and turn it into a playable video game!,"[('Tink Digital', 'ORGANIZATION'), ('Doodlematic', 'COMMERCIAL_ITEM'), ('6+', 'QUANTITY'), ('15 seconds', 'QUANTITY')]"
Improving the Lives of the Vietnamese People through Education,"[('Vietnamese', 'OTHER')]"
Art Designs by Poleta Saena,"[('Poleta Saena', 'PERSON')]"
"Bill Barnes' personal site promoting my independent desktop support, consulting and teaching. Especially technical writing, documentation, and customized training for one or a classroom in productivity applications. Read my articles. I also install and maintain networks and computers for small (2-20 systems) offices.","[(""Bill Barnes'"", 'PERSON'), ('2-20 systems', 'QUANTITY')]"
Detailed & friendly Northern VA home inspector providing thorough & perceptive inspections.  Pre-drywall inspections second to none.,"[('Northern', 'LOCATION'), ('VA', 'ORGANIZATION')]"
"HealthPro is a platform on nutrition, health and wellness, we supply only the highest quality nutritional supplements, including vitamins, minerals, herbs, fish oil, hormones and anti-aging supplements.","[('HealthPro', 'TITLE')]"
"VPM provides the best of PBS and NPR programming coupled with a strong set of community-based programs and services designed to make an important impact in the areas of arts, news, history, science, and education.","[('VPM', 'ORGANIZATION'), ('PBS', 'ORGANIZATION'), ('NPR', 'ORGANIZATION')]"
"Build beautify surveys, and make sense of them with powerful data mining.",[]
"We handcraft an all-natural and vegan skincare, bath & body line, and home fragrances and scents in Brooklyn, NY with different clays from the earth and complement them with seasonal ingredients in small batches. We offer essential oil candles and diffusers, incense, bath bombs, soaps, salves and more!","[('Brooklyn, NY', 'LOCATION'), ('earth', 'LOCATION')]"
"T&T Construction proudly provides full-service, turnkey horizontal and vertical concrete solutions for large-scale construction projects.","[('T&T Construction', 'ORGANIZATION')]"
"We are Adelaide's only authorised Samsung, iPhone & iPad phone repairs company. Visit us for all your phone repairs, battery replacements and accessories. We are specialised in Apple iPhone repairs, Samsung Galaxy repairs, HTC screen replacements, Huawei LCD replacements, Sony and Google phone repairs and much more!","[('Adelaide', 'LOCATION'), ('Samsung', 'ORGANIZATION'), ('iPhone', 'COMMERCIAL_ITEM'), ('iPad', 'COMMERCIAL_ITEM'), ('Apple', 'ORGANIZATION'), ('iPhone', 'COMMERCIAL_ITEM'), ('Samsung', 'ORGANIZATION'), ('Galaxy', 'COMMERCIAL_ITEM'), ('HTC', 'ORGANIZATION'), ('Huawei', 'ORGANIZATION'), ('Sony', 'ORGANIZATION'), ('Google', 'ORGANIZATION')]"
"QPD offer a range of Town Planning services on the Gold Coast, and in the Brisbane and Logan Council areas. We can assist with your next Council approval.","[('QPD', 'ORGANIZATION'), ('Gold Coast', 'LOCATION'), ('Brisbane', 'LOCATION'), ('Logan', 'LOCATION'), ('Council', 'ORGANIZATION')]"
"Anesthesia, Respiratory & Urology Products",[]
Most Awesome Home and Garden Decorating Ideas,[]
High quality fashion jewelry at a reasonable price,[]
"Malaysia's leading online fashion wholesale trading & fashion boutique. Offering widest choices of Muslimah dresses, baju kurung, jubah, bag wholesale and more","[('Malaysia', 'LOCATION'), ('Muslimah', 'OTHER')]"
"<br><br>Agri-King is an animal nutrition company based in Fulton, Illinois that is committed to the success and profitability of livestock producers worldwide.","[('Agri-King', 'ORGANIZATION'), ('Fulton, Illinois', 'LOCATION')]"
"TNC Global is privately owned internationally focused Australian business. We operate integrated business model with food processing industries, engineering and services delivering.","[('TNC Global', 'ORGANIZATION'), ('Australian', 'LOCATION')]"
"Total Building Systems is your one-stop-shop for all the building supplies in Adelaide. To buy from top-rated building suppliers, visit our website today.","[('Total Building Systems', 'ORGANIZATION'), ('one', 'QUANTITY'), ('stop', 'QUANTITY'), ('Adelaide', 'LOCATION'), ('today', 'DATE')]"
A group of technology companies rooted in deep scientific research.,[]
"This website is for sale! traenco.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, traenco.com has it all. We hope you find what you are searching for!","[('traenco.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('traenco.com', 'ORGANIZATION')]"
